#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P0DTD1-PRO_0000449629	uniprotkb:P0DTD1-PRO_0000449626	intact:EBI-25475885	intact:EBI-25475874	psi-mi:p0dtd1-pro_0000449629(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:p0dtd1-pro_0000449626(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:"MI:0019"(coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25508881|imex:IM-27901-67	intact-miscore:0.51
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-7730807|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0	intact:EBI-25474821	psi-mi:ace2_human(display_long)|uniprotkb:ACE2(gene name)|psi-mi:ACE2(display_short)|uniprotkb:UNQ868/PRO1885(orf name)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:ACE-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)	psi-mi:spike_sars2-1(display_long)|uniprotkb:S(gene name)|psi-mi:S(display_short)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:2(orf name)	psi-mi:"MI:0054"(fluorescence-activated cell sorting)	Wanbo et al. (2020)	imex:IM-27821|pubmed:32203189	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25474816|imex:IM-27821-1	intact-miscore:0.97
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-7730807|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0	intact:EBI-25474821	psi-mi:ace2_human(display_long)|uniprotkb:ACE2(gene name)|psi-mi:ACE2(display_short)|uniprotkb:UNQ868/PRO1885(orf name)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:ACE-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)	psi-mi:spike_sars2-1(display_long)|uniprotkb:S(gene name)|psi-mi:S(display_short)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:2(orf name)	psi-mi:"MI:0054"(fluorescence-activated cell sorting)	Wanbo et al. (2020)	imex:IM-27821|pubmed:32203189	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25475195|imex:IM-27821-17	intact-miscore:0.97
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-7730807|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0	intact:EBI-25474821	psi-mi:ace2_human(display_long)|uniprotkb:ACE2(gene name)|psi-mi:ACE2(display_short)|uniprotkb:UNQ868/PRO1885(orf name)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:ACE-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)	psi-mi:spike_sars2-1(display_long)|uniprotkb:S(gene name)|psi-mi:S(display_short)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:2(orf name)	psi-mi:"MI:0663"(confocal microscopy)	Wanbo et al. (2020)	imex:IM-27821|pubmed:32203189	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25475088|imex:IM-27821-7	intact-miscore:0.97
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-7730807|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0	intact:EBI-25474821	psi-mi:ace2_human(display_long)|uniprotkb:ACE2(gene name)|psi-mi:ACE2(display_short)|uniprotkb:UNQ868/PRO1885(orf name)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:ACE-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)	psi-mi:spike_sars2-1(display_long)|uniprotkb:S(gene name)|psi-mi:S(display_short)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:2(orf name)	psi-mi:"MI:0411"(enzyme linked immunosorbent assay)	Wanbo et al. (2020)	imex:IM-27821|pubmed:32203189	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25475174|imex:IM-27821-15	intact-miscore:0.97
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-7730807|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0	intact:EBI-25474821	psi-mi:ace2_human(display_long)|uniprotkb:ACE2(gene name)|psi-mi:ACE2(display_short)|uniprotkb:UNQ868/PRO1885(orf name)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:ACE-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)	psi-mi:spike_sars2-1(display_long)|uniprotkb:S(gene name)|psi-mi:S(display_short)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:2(orf name)	psi-mi:"MI:0114"(x-ray crystallography)	Lan et al. (2020)	imex:IM-27816|pubmed:32225176	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25475360|imex:IM-27816-1|wwpdb:6m0j	intact-miscore:0.97
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-7730807|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0	intact:EBI-25474821	psi-mi:ace2_human(display_long)|uniprotkb:ACE2(gene name)|psi-mi:ACE2(display_short)|uniprotkb:UNQ868/PRO1885(orf name)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:ACE-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)	psi-mi:spike_sars2-1(display_long)|uniprotkb:S(gene name)|psi-mi:S(display_short)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:2(orf name)	psi-mi:"MI:0071"(molecular sieving)	Lan et al. (2020)	imex:IM-27816|pubmed:32225176	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25475468|imex:IM-27816-3	intact-miscore:0.97
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-7730807|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0	intact:EBI-25474821	psi-mi:ace2_human(display_long)|uniprotkb:ACE2(gene name)|psi-mi:ACE2(display_short)|uniprotkb:UNQ868/PRO1885(orf name)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:ACE-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)	psi-mi:spike_sars2-1(display_long)|uniprotkb:S(gene name)|psi-mi:S(display_short)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:2(orf name)	psi-mi:"MI:0107"(surface plasmon resonance)	Lan et al. (2020)	imex:IM-27816|pubmed:32225176	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25498323|imex:IM-27816-4	intact-miscore:0.97
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-7730807|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0	intact:EBI-25474821	psi-mi:ace2_human(display_long)|uniprotkb:ACE2(gene name)|psi-mi:ACE2(display_short)|uniprotkb:UNQ868/PRO1885(orf name)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:ACE-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)	psi-mi:spike_sars2-1(display_long)|uniprotkb:S(gene name)|psi-mi:S(display_short)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:2(orf name)	psi-mi:"MI:0107"(surface plasmon resonance)	Shang et al. (2020)	pubmed:32225175|imex:IM-27817	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25475491|imex:IM-27817-1	intact-miscore:0.97
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-7730807|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0	intact:EBI-25474821	psi-mi:ace2_human(display_long)|uniprotkb:ACE2(gene name)|psi-mi:ACE2(display_short)|uniprotkb:UNQ868/PRO1885(orf name)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:ACE-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)	psi-mi:spike_sars2-1(display_long)|uniprotkb:S(gene name)|psi-mi:S(display_short)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:2(orf name)	psi-mi:"MI:0096"(pull down)	Shang et al. (2020)	pubmed:32225175|imex:IM-27817	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25496287|imex:IM-27817-4	intact-miscore:0.97
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-7730807|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0	intact:EBI-25474821	psi-mi:ace2_human(display_long)|uniprotkb:ACE2(gene name)|psi-mi:ACE2(display_short)|uniprotkb:UNQ868/PRO1885(orf name)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:ACE-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)	psi-mi:spike_sars2-1(display_long)|uniprotkb:S(gene name)|psi-mi:S(display_short)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:2(orf name)	psi-mi:"MI:0096"(pull down)	Shang et al. (2020)	pubmed:32225175|imex:IM-27817	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25496356|imex:IM-27817-6	intact-miscore:0.97
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-7730807|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0	intact:EBI-25474821	psi-mi:ace2_human(display_long)|uniprotkb:ACE2(gene name)|psi-mi:ACE2(display_short)|uniprotkb:UNQ868/PRO1885(orf name)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:ACE-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)	psi-mi:spike_sars2-1(display_long)|uniprotkb:S(gene name)|psi-mi:S(display_short)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:2(orf name)	psi-mi:"MI:0410"(3D electron microscopy)	Yan et al. (2020)	pubmed:32132184|imex:IM-27823	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25475756|wwpdb:6m17|imex:IM-27823-3|emdb:EMD-30039	intact-miscore:0.97
uniprotkb:P0DTC4	uniprotkb:Q8IWA5	intact:EBI-25475850|intact:EBI-25475853|intact:EBI-25475856|intact:EBI-25474821|intact:EBI-25475847|intact:EBI-25475880|intact:EBI-25475882|intact:EBI-25475885|intact:EBI-25475888|intact:EBI-25475920|intact:EBI-25475891|intact:EBI-25475859|intact:EBI-25475862|intact:EBI-25475864|intact:EBI-25475868|intact:EBI-25475871|intact:EBI-25475874|intact:EBI-25475877|intact:EBI-25475906|intact:EBI-25475894|intact:EBI-25475912|intact:EBI-25475897|intact:EBI-25475903|intact:EBI-25475900|intact:EBI-25475909|intact:EBI-25475917	intact:EBI-11722896|uniprotkb:B2RBB1|uniprotkb:B3KNH3|uniprotkb:B4DFJ0|uniprotkb:F2Q9D7|uniprotkb:Q658V1|uniprotkb:Q658Z2|uniprotkb:Q6PJV7|uniprotkb:Q8N2F0|uniprotkb:Q9NY68	psi-mi:vemp_sars2(display_long)|uniprotkb:E(gene name)|psi-mi:E(display_short)|uniprotkb:4(orf name)	psi-mi:ctl2_human(display_long)|uniprotkb:SLC44A2(gene name)|psi-mi:SLC44A2(display_short)|uniprotkb:CTL2(gene name synonym)|uniprotkb:Solute carrier family 44 member 2(gene name synonym)|uniprotkb:PSEC0210(orf name)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490454|imex:IM-27814-21	intact-miscore:0.35
uniprotkb:P0DTC4	uniprotkb:Q86VM9	intact:EBI-25475850|intact:EBI-25475853|intact:EBI-25475856|intact:EBI-25474821|intact:EBI-25475847|intact:EBI-25475880|intact:EBI-25475882|intact:EBI-25475885|intact:EBI-25475888|intact:EBI-25475920|intact:EBI-25475891|intact:EBI-25475859|intact:EBI-25475862|intact:EBI-25475864|intact:EBI-25475868|intact:EBI-25475871|intact:EBI-25475874|intact:EBI-25475877|intact:EBI-25475906|intact:EBI-25475894|intact:EBI-25475912|intact:EBI-25475897|intact:EBI-25475903|intact:EBI-25475900|intact:EBI-25475909|intact:EBI-25475917	intact:EBI-1045965|uniprotkb:Q96DG4|uniprotkb:Q96MP7	psi-mi:vemp_sars2(display_long)|uniprotkb:E(gene name)|psi-mi:E(display_short)|uniprotkb:4(orf name)	psi-mi:zch18_human(display_long)|uniprotkb:NHN1(gene name synonym)|uniprotkb:Nuclear protein NHN1(gene name synonym)|uniprotkb:ZC3H18(gene name)|psi-mi:ZC3H18(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490454|imex:IM-27814-21	intact-miscore:0.35
uniprotkb:P0DTC4	uniprotkb:Q6UX04	intact:EBI-25475850|intact:EBI-25475853|intact:EBI-25475856|intact:EBI-25474821|intact:EBI-25475847|intact:EBI-25475880|intact:EBI-25475882|intact:EBI-25475885|intact:EBI-25475888|intact:EBI-25475920|intact:EBI-25475891|intact:EBI-25475859|intact:EBI-25475862|intact:EBI-25475864|intact:EBI-25475868|intact:EBI-25475871|intact:EBI-25475874|intact:EBI-25475877|intact:EBI-25475906|intact:EBI-25475894|intact:EBI-25475912|intact:EBI-25475897|intact:EBI-25475903|intact:EBI-25475900|intact:EBI-25475909|intact:EBI-25475917	intact:EBI-2214108|uniprotkb:O60529|uniprotkb:O60530|uniprotkb:Q96EM3	psi-mi:vemp_sars2(display_long)|uniprotkb:E(gene name)|psi-mi:E(display_short)|uniprotkb:4(orf name)	psi-mi:cwc27_human(display_long)|uniprotkb:SDCCAG10(gene name synonym)|uniprotkb:CWC27(gene name)|psi-mi:CWC27(display_short)|uniprotkb:Serologically defined colon cancer antigen 10(gene name synonym)|uniprotkb:Antigen NY-CO-10(gene name synonym)|uniprotkb:UNQ438/PRO871(orf name)|uniprotkb:Probable inactive peptidyl-prolyl cis-trans isomerase CWC27 homolog(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490454|imex:IM-27814-21	intact-miscore:0.35
uniprotkb:P0DTC4	uniprotkb:P25440	intact:EBI-25475850|intact:EBI-25475853|intact:EBI-25475856|intact:EBI-25474821|intact:EBI-25475847|intact:EBI-25475880|intact:EBI-25475882|intact:EBI-25475885|intact:EBI-25475888|intact:EBI-25475920|intact:EBI-25475891|intact:EBI-25475859|intact:EBI-25475862|intact:EBI-25475864|intact:EBI-25475868|intact:EBI-25475871|intact:EBI-25475874|intact:EBI-25475877|intact:EBI-25475906|intact:EBI-25475894|intact:EBI-25475912|intact:EBI-25475897|intact:EBI-25475903|intact:EBI-25475900|intact:EBI-25475909|intact:EBI-25475917	intact:EBI-2874802|uniprotkb:Q63HQ9|uniprotkb:Q658Y7|uniprotkb:A2AAU0|uniprotkb:Q5STC9|uniprotkb:Q6P3U2|uniprotkb:O00699|uniprotkb:B1AZT1|uniprotkb:B0S7P0|uniprotkb:Q969U4|uniprotkb:Q15310|uniprotkb:O00700	psi-mi:vemp_sars2(display_long)|uniprotkb:E(gene name)|psi-mi:E(display_short)|uniprotkb:4(orf name)	psi-mi:brd2_human(display_long)|uniprotkb:BRD2(gene name)|psi-mi:BRD2(display_short)|uniprotkb:KIAA9001(gene name synonym)|uniprotkb:RING3(gene name synonym)|uniprotkb:O27.1.1(gene name synonym)|uniprotkb:Really interesting new gene 3 protein(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490454|imex:IM-27814-21	intact-miscore:0.35
uniprotkb:P0DTC4	uniprotkb:O60885	intact:EBI-25475850|intact:EBI-25475853|intact:EBI-25475856|intact:EBI-25474821|intact:EBI-25475847|intact:EBI-25475880|intact:EBI-25475882|intact:EBI-25475885|intact:EBI-25475888|intact:EBI-25475920|intact:EBI-25475891|intact:EBI-25475859|intact:EBI-25475862|intact:EBI-25475864|intact:EBI-25475868|intact:EBI-25475871|intact:EBI-25475874|intact:EBI-25475877|intact:EBI-25475906|intact:EBI-25475894|intact:EBI-25475912|intact:EBI-25475897|intact:EBI-25475903|intact:EBI-25475900|intact:EBI-25475909|intact:EBI-25475917	intact:EBI-723869|uniprotkb:Q4G0X8|uniprotkb:O60433|uniprotkb:Q86YS8|uniprotkb:Q96PD3	psi-mi:vemp_sars2(display_long)|uniprotkb:E(gene name)|psi-mi:E(display_short)|uniprotkb:4(orf name)	psi-mi:brd4_human(display_long)|uniprotkb:Protein HUNK1(gene name synonym)|uniprotkb:BRD4(gene name)|psi-mi:BRD4(display_short)|uniprotkb:HUNK1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490454|imex:IM-27814-21	intact-miscore:0.35
uniprotkb:P0DTC4	uniprotkb:O00203	intact:EBI-25475850|intact:EBI-25475853|intact:EBI-25475856|intact:EBI-25474821|intact:EBI-25475847|intact:EBI-25475880|intact:EBI-25475882|intact:EBI-25475885|intact:EBI-25475888|intact:EBI-25475920|intact:EBI-25475891|intact:EBI-25475859|intact:EBI-25475862|intact:EBI-25475864|intact:EBI-25475868|intact:EBI-25475871|intact:EBI-25475874|intact:EBI-25475877|intact:EBI-25475906|intact:EBI-25475894|intact:EBI-25475912|intact:EBI-25475897|intact:EBI-25475903|intact:EBI-25475900|intact:EBI-25475909|intact:EBI-25475917	intact:EBI-1044383|intact:EBI-10969499|uniprotkb:E5RJ68|uniprotkb:O00580|uniprotkb:Q7Z393|uniprotkb:Q9HD66	psi-mi:vemp_sars2(display_long)|uniprotkb:E(gene name)|psi-mi:E(display_short)|uniprotkb:4(orf name)	psi-mi:ap3b1_human(display_long)|uniprotkb:Adaptor protein complex AP-3 subunit beta-1(gene name synonym)|uniprotkb:Beta-3A-adaptin(gene name synonym)|uniprotkb:Clathrin assembly protein complex 3 beta-1 large chain(gene name synonym)|uniprotkb:AP3B1(gene name)|psi-mi:AP3B1(display_short)|uniprotkb:ADTB3A(gene name synonym)|uniprotkb:Adaptor-related protein complex 3 subunit beta-1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490454|imex:IM-27814-21	intact-miscore:0.35
uniprotkb:P0DTC9	uniprotkb:Q9Y3U8	intact:EBI-25475856	intact:EBI-1057689|uniprotkb:D6W634|uniprotkb:Q6FIG1|uniprotkb:Q9UQF6|uniprotkb:B2R4Y1	psi-mi:ncap_sars2(display_long)|uniprotkb:N(gene name)|psi-mi:N(display_short)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:rl36_human(display_long)|uniprotkb:RPL36(gene name)|psi-mi:RPL36(display_short)|uniprotkb:Large ribosomal subunit protein eL36(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490574|imex:IM-27814-3	intact-miscore:0.35
uniprotkb:P0DTC9	uniprotkb:Q9NW13	intact:EBI-25475856	intact:EBI-2878099|uniprotkb:Q96CV3|uniprotkb:A4D100|uniprotkb:Q53H65|uniprotkb:B4DU52|uniprotkb:E9PDD9	psi-mi:ncap_sars2(display_long)|uniprotkb:N(gene name)|psi-mi:N(display_short)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:rbm28_human(display_long)|uniprotkb:RBM28(gene name)|psi-mi:RBM28(display_short)|uniprotkb:RNA-binding motif protein 28(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490574|imex:IM-27814-3	intact-miscore:0.35
uniprotkb:P0DTC9	uniprotkb:Q9NR30	intact:EBI-25475856	intact:EBI-357942|uniprotkb:Q5VX41|uniprotkb:Q68D35|uniprotkb:B2RDL0|intact:EBI-2555822|uniprotkb:Q13436	psi-mi:ncap_sars2(display_long)|uniprotkb:N(gene name)|psi-mi:N(display_short)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:ddx21_human(display_long)|uniprotkb:DDX21(gene name)|psi-mi:DDX21(display_short)|uniprotkb:Nucleolar RNA helicase II(gene name synonym)|uniprotkb:Nucleolar RNA helicase Gu(gene name synonym)|uniprotkb:RH II/Gu(gene name synonym)|uniprotkb:Gu-alpha(gene name synonym)|uniprotkb:DEAD box protein 21(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490574|imex:IM-27814-3	intact-miscore:0.35
uniprotkb:P0DTC9	uniprotkb:Q9UN86	intact:EBI-25475856	intact:EBI-1044298|uniprotkb:A8K6X1|uniprotkb:O60606|uniprotkb:O75149|uniprotkb:Q9UPA1	psi-mi:ncap_sars2(display_long)|uniprotkb:N(gene name)|psi-mi:N(display_short)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:g3bp2_human(display_long)|uniprotkb:GAP SH3 domain-binding protein 2(gene name synonym)|uniprotkb:G3BP2(gene name)|psi-mi:G3BP2(display_short)|uniprotkb:KIAA0660(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490574|imex:IM-27814-3	intact-miscore:0.53
